﻿索引,文本内容,翻译内容
1567,Salvage Pod,救援舱
1568,Salvage Pod Recall,救援舱召回
1569,Bounty Pad,赏金发射台
1570,Tram Controls,电车控制台
1571,Terminal,终端机
1572,Crew Monitoring Console,船员监控台
1573,Medical Records Console,医疗记录控制台
1574,Operating Computer,手术计算机
1575,PanD.E.M.I.C. 2200,广域瘟.疫.病 2200
1576,AI Integrity Restorer,AI完整性恢复器
1577,Launchpad Control Console,发射台控制主机
1578,Mech Bay Power Control Console,机甲湾电源控制台
1579,Exosuit Control Console,外骨骼装甲控制台
1580,R&D Console,研发控制台
1581,R&D Server Control,研发服务器控制台
1582,Research Monitor,研究监控器
1583,Robotics Control,机器人学控制
1584,Teleporter,传送器
1585,Xenobiology Console,异种生物学控制台
1586,DNA Console,DNA操作台
1587,Mecha Orbital Pad Console,机甲轨道发射控制台
1588,Labor Shuttle,劳工穿梭机
1589,Prisoner Shuttle Console,囚犯穿梭机控制台
1590,Labor Camp teleporter console,劳改营传送器控制台
1591,Prisoner Management Console,囚犯管理控制台
1592,Security Records Console,安保记录控制台
1593,Security Warrant Viewer,安保授权查看器
1594,Security Cameras,安保摄像头
1595,Advanced Camera Console,高级摄像头控制台
1596,Produce Orders Console,生产指令控制台
1597,Supply Console,供应控制台
1598,Express Supply Console,特快供应控制台
1599,Supply Request Console,供应请求控制台
1600,Transport Ferry,运输穿梭机
1601,Transport Ferry Console,运输穿梭机控制台
1602,Outpost Status Display,前哨状态显示
1603,Mining Shuttle,矿业穿梭机
1604,Lavaland Shuttle,拉瓦兰穿梭机
1605,Scanner Array Control Console,扫描仪阵列控制台
1606,Exploration Drone Control Console,勘探无人机控制台
1607,Service Order,服务订单
1608,Engineering Order,工程订单
1609,Science Order,科研订单
1610,Security Order,安保订单
1611,Medical Order,医疗订单
1612,Bluespace Artillery Generator,蓝空大炮发电单元
1613,Bluespace Artillery Bore,蓝空大炮发射单元
1614,Bluespace Artillery Fusor,蓝空大炮核心单元
1615,DNA Vault,DNA库
1616,Announcement System,公告系统
1617,Autolathe,车床
1618,Grounding Rod,避雷针
1619,Subspace Broadcaster,子空间广播器
1620,Bus Mainframe,总线主机
1621,Hub Mainframe,主机枢纽
1622,Messaging Server,发信服务器
1623,Processor Unit,处理器单元
1624,Subspace Receiver,子空间接收器
1625,Relay Mainframe,中继主机
1626,Telecommunication Server,通信服务器
1627,Tesla Controller,特斯拉控制器
1628,Does not let you shoot lightning from your hands.,不让你从手中射出闪电。
1629,Cell Charger,电池充电器
1630,Circulator/Heat Exchanger,循环器/换热器
1631,Emitter,发射器
1632,Thermo-Electric Generator,热电发电机
1633,NTNet Relay,纳米传讯网络中继
1634,PACMAN-type Generator
1635,Turbine - Inlet Compressor,涡轮机-进气口压缩机
1636,Turbine - Core Rotor,涡轮机-核心转子
1637,Turbine - Turbine Outlet,涡轮机-涡轮机出气口
1638,Departmental Protolathe - Engineering,部门复合机 - 工程
1639,RTG,放射性同位素热电式发电机
1640,Advanced RTG,先进放射性同位素热电式发电机
1641,Scanner Gate,扫描仪
1642,SMES,超导储能装置
1643,Departmental Techfab - Engineering,部门复合机 - 工程
1644,Thermomachine,空调
1645,HFR Fuel Input,超聚反应堆燃料输入口
1646,HFR Waste Output,超聚反应堆废气排出口
1647,HFR Moderator Input,超聚反应堆慢化剂输入口
1648,HFR core,超聚反应堆核心
1649,HFR Corner,超聚反应堆转角组件
1650,HFR Interface,超聚反应堆人机界面
1651,Crystallizer,结晶器
1652,Bluespace Sender,蓝空发送器
1653,Circuit Imprinter,电路板打印机
1654,Ancient Circuit Imprinter,古老的电路板打印机
1655,Departmental Circuit Imprinter,部门电路板打印机
1656,AI Holopad,AI 全息板
1657,Bluespace Launchpad,蓝空发射台
1658,Protolathe,复合机
1659,Ancient Protolathe,远古复合机
1660,Departmental Protolathe,部门复合机
1661,All-In-One Grinder,一体式研磨机
1662,Smartfridge,智能冰箱
1663,[initial(smartfridge.name)],
1664,Space Heater,太空加热器
1665,Electrolyzer,电解机
1666,Techfab,复合机
1667,Departmental Techfab,部门复合机
1668,Custom Vendor,自定义贩卖机
1669,"You can turn the \""brand selection\"" dial using a screwdriver.","你可以用螺丝刀调节\""品牌选择\"""
1670,[vending_names_paths[build_path]] Vendor,[vending_names_paths[build_path]] 贩卖机
1671,Donksoft Toy Vendor,'Donksoft' 玩具售货机
1672,Syndicate Donksoft Toy Vendor,辛迪加 'Donksoft' 玩具售货机
1673,Civilian Bounty Pad,平民赏金发射台
1674,Fax Machine,传真机
1675,Chem Dispenser,化学分配机
1676,Reagent Synthesizer,试剂合成器
1677,Chemical Heater,化学加热器
1678,High-Performance Liquid Chromatography,高效液相色谱
1679,ChemMaster 3000,化学大师3000
1680,"You can turn the \""mode selection\"" dial using a screwdriver.","你可以用螺丝刀调节\""模式选择\"""
1681,ChemMaster,化学大师
1682,CondiMaster,调味大师
1683,[new_name] 3000,
1684,Cryotube,低温休眠仓
1685,Lipid Extractor,脂质提取器
1686,Harvester,器官收割机
1687,Medical Kiosk,医疗亭
1688,Limb Grower,肢体生长机
1689,Limb Grower,肢体生长机
1690,Departmental Protolathe - Medical,部门复合机 - 医疗
1691,Sleeper,休眠舱
1692,Sleeper,休眠舱
1693,Party Pod,派对舱
1694,Smoke Machine,造雾机
1695,Lifeform Stasis Unit,活体静滞单元
1696,Medipen Refiller,医疗笔装填机
1697,Departmental Techfab - Medical,部门复合机 - 医疗
1698,Departmental Circuit Imprinter - Science,部门电路板打印机 - 科研
1699,Cyborg Recharger,赛博充电桩
1700,Destructive Analyzer,破坏性分析仪
1701,E.X.P.E.R.I-MENTOR,实验机-导师
1702,Mechbay Recharger,机甲湾充电器
1703,Exosuit Fabricator,外骨骼机甲加工厂
1704,Monkey Recycler,猴子再循环器
1705,Slime Processor,史莱姆加工机
1706,Departmental Protolathe - Science,部门复合机 - 科研
1707,Quantum Pad,量子板
1708,R&D Server,研发服务器
1709,Departmental Techfab - Science,部门复合机 - 科研
1710,Teleporter Hub,传送枢纽
1711,Teleporter Station,传送点站
1712,DNA Scanner,DNA扫描仪
1713,Mecha Orbital Pad,机甲轨道发射器
1714,Departmental Protolathe - Security,部门复合机 - 安保
1715,Weapon Recharger,武器充电器
1716,Departmental Techfab - Security,部门复合机 - 安保
1717,Biogenerator,生物反应器
1718,Soda Dispenser,软饮料分配器
1719,Booze Dispenser,酒饮分配器
1720,CondiMaster 3000,调味大师 3000
1721,Deep Fryer,油炸锅
1722,Griddle,烤板
1723,Oven,烤箱
1724,Dish Drive,盘驱动器
1725,Gibber,碎尸机
1726,Hydroponics Tray,水培托盘
1727,Microwave,微波
1728,Food Processor,食品加工器
1729,Slime Processor,史莱姆加工机
1730,Food Processor,食品加工器
1731,Departmental Protolathe - Service,部门复合机 - 服务
1732,Recycler,再循环器
1733,Seed Extractor,种子提取器
1734,Departmental Techfab - Service,部门复合机 - 服务
1735,Vend-A-Tray
1736,Mining Equipment Vendor,采矿装备售货机
1737,Golem Ship Equipment Vendor,傀儡船装备售货机
1738,Ore Redemption,矿石赎回机
1739,Ore Silo,矿物筒仓
1740,Departmental Protolathe - Cargo,部门复合机 - 货舱
1741,Stacking Machine,堆栈机
1742,Stacking Machine Console,堆栈机控制台
1743,Departmental Techfab - Cargo,部门复合机 - 补给
1744,BEPIS Chamber,BEPIS仓
1745,Sheet-meister 2000,板材-大师 2000
1746,Restaurant Portal,餐厅传送门
1747,alien board (Report This)
1748,alien board,外星板
1749,Enhanced Interrogation Chamber,强化审讯室
1750,Chemical Recipient,化学品摄入者
1751,Skill Station,技能站
1752,Experimental Destructive Scanner,实验性破坏扫描仪
1753,Tachyon-Doppler Research Array,速子多普勒效应研究阵列
1754,Exoscanner,外骨骼机甲扫描仪
1755,Exploration Drone Launcher,探索无人机发射器
1756,Ectoscopic Sniffer,探灵器
1757,Anomaly Refinery,异常精炼器
1758,Tank Compressor,罐压缩机
1759,Coffeemaker (Machine Board),咖啡机 (机器板)
1760,intelliCard,英特利储存卡
1761,A storage device for AIs. Patent pending.,人工智能存储设备，专利申请中。
1762,intelliTater,英特利马铃薯
1763,A stylish upgrade (?) to the intelliCard.,英特利储存卡的时髦升级(?)
1764,intelliLantern,英特利提灯
1765,A spoOoOoky upgrade to the intelliCard.,一个对英特利储存卡的奇——怪的升级。
1766,[initial(name)] - [AI.name],
1767,anomaly neutralizer,异常中和器
1768,A one-use device capable of instantly neutralizing anomalous or otherworldly entities.,一种一次性设备，能够立即中和反常或来自另一个世界的实体
1769,tracking beacon,追踪信标
1770,A beacon used by a teleporter.,传送器使用的信标
1771,camera bug,监控虫
1772,For illicit snooping through the camera network.,通过摄像头网络进行非法窥探
1773,clandestine device,秘密装置
1774,A vaguely insidious device with a scanner and large projector.,带有扫描仪和大型投影仪的隐秘设备
1775,A hardlight projector used to seamlessly camouflage Syndicate infiltrators to appear as whatever the scanner touches.,一个辛迪加渗透者用于伪装的投影仪，使其看起来像扫描仪扫描过的任何东西。
1776,
1777,
1778,destabilizing crystal,不稳定晶体
1779,desynchronizer,去同步器
1780,"An experimental device that can temporarily desynchronize the user from spacetime, effectively making them disappear while it's active.",一个实验装置，可以暂时使用户与时空去同步，让他们在它激活时消失。
1781,desyncronized pocket,去同步口袋
1782,"A pocket in spacetime, keeping the user a fraction of a second in the future.",一个时空口袋，让用户在未来保留零点几秒的时间。
1783,electroadaptive pseudocircuit,电子自变换伪电路
1784,"An all-in-one circuit imprinter, designer, synthesizer, outfitter, creator, and chef. It can be used in place of any generic circuit board during construction.",一体的电路压印机，设计器，合成器，装配器，创造器和组成器，它可以在施工过程中代替任何通用电路板。
1785,flashlight,手电筒
1786,A hand-held emergency light.,手持式应急灯
1787,penlight,笔形电筒
1788,"A pen-sized light, used by medical staff. It can also be used to create a hologram to alert people of incoming medical assistance.",钢笔大小的灯，供医务人员使用，它还可以用来制作全息影像，提醒人们即将到来的医疗援助。
1789,paramedic penlight,护理员笔形电筒
1790,A high-powered UV penlight intended to help stave off infection in the field on serious burned patients. Probably really bad to look into.,一种高功率紫外线笔灯，旨在帮助严重烧伤患者避免感染，可能这真的很难检查出来。
1791,medical holosign,医疗全息信号
1792,A small holographic glow that indicates a medic is coming to treat a patient.,一种小型的全息投影，表示医生将要来救助病人。
1793,seclite,安保手电筒
1794,A robust flashlight used by security.,一把分配于安保部的坚固的手电筒。
1795,desk lamp,台灯
1796,A desk lamp with an adjustable mount.,一种可调节底座的台灯。
1797,A classic green-shaded desk lamp.,一个经典的绿色台灯。
1798,Toggle light,切换灯开关
1799,banana lamp,香蕉灯
1800,Only a clown would think to make a ghetto banana-shaped lamp. Even has a goofy pullstring.,只有小丑才会想做一个粗陋的香蕉形状的灯，甚至还有一个愚蠢的拉绳。
1801,flare,信号弹
1802,"A red Nanotrasen issued flare. There are instructions on the side, it reads 'pull cord, make light'.",一根红色的纳米传讯供给闪光信号弹，侧面有说明，上面写着 '拉绳即可点亮'
1803,torch,火把
1804,A torch fashioned from some leaves and a log.,用树叶和圆木做成的火炬
1805,lantern,提灯
1806,A mining lantern.,一盏矿用提灯
1807,old lantern,老旧提灯
1808,An old lantern that has seen plenty of use.,一盏用了很久的老提灯
1809,suspicious lantern,可疑的提灯
1810,A suspicious looking lantern.,一盏看上去很可疑的提灯
1811,jade lantern,玉提灯
1812,"An ornate, green lantern.",一盏华丽的绿色提灯
1813,glowing slime extract,发光的史莱姆提取物
1814,Extract from a yellow slime. It emits a strong light when squeezed.,从黄色史莱姆中提取，挤压时发出强光
